session_id,driver,team,lap_number,race_phase,compound,stint_number,lap_time_s,normalized_pace_delta_s,rolling_pace_delta_s,fuel_corrected_delta_s,field_rank_on_lap,tyre_age,position,track_status_label,traffic_proxy_label,dirty_air_proxy_s,drs_window_proxy,confidence,evidence_type,traffic_proxy_note
2026_02_R_Chinese Grand Prix,SAI,Williams,13,middle,HARD,2,141.35,-3.19,-6.47,-2.735,4,4,14,safety-car,uncertain,,gap-data-missing-proxy,0.54,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,14,middle,HARD,2,100.484,0.076,-5.279,0.566,10,5,13,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,15,middle,HARD,2,99.125,0.057,-1.019,0.582,11,6,13,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,16,middle,HARD,2,99.428,0.011,0.048,0.571,10,7,13,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,17,middle,HARD,2,99.029,0.646,0.238,1.241,12,8,13,yellow,uncertain,0.396,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,18,middle,HARD,2,98.657,-0.014,0.214,0.616,8,9,13,yellow,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,19,middle,HARD,2,99.119,0.084,0.239,0.749,10,10,13,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,20,middle,HARD,2,99.397,0.406,0.159,1.106,12,11,13,green,uncertain,0.156,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,21,middle,HARD,2,99.144,0.011,0.167,0.746,10,12,13,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,22,middle,HARD,2,100.245,1.545,0.654,2.315,17,13,14,green,traffic likely,1.295,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,23,middle,HARD,2,99.101,0.664,0.74,1.469,13,14,14,green,uncertain,0.414,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,24,middle,HARD,2,98.964,0.418,0.876,1.258,13,15,14,green,uncertain,0.168,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,25,middle,HARD,2,98.754,0.186,0.423,1.061,13,16,14,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,26,middle,HARD,2,98.708,0.638,0.414,1.548,13,17,14,green,uncertain,0.388,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,27,middle,HARD,2,99.708,1.42,0.748,2.365,13,18,13,yellow,traffic likely,1.17,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,28,middle,HARD,2,98.672,0.313,0.79,1.293,12,19,13,yellow,uncertain,0.063,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,29,middle,HARD,2,98.814,0.506,0.746,1.521,13,20,13,green,uncertain,0.256,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,30,middle,HARD,2,98.509,0.59,0.47,1.64,13,21,12,green,uncertain,0.34,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,31,middle,HARD,2,98.46,0.698,0.598,1.783,13,22,12,green,uncertain,0.448,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,32,middle,HARD,2,98.339,0.38,0.556,1.5,12,23,12,yellow,uncertain,0.13,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,33,middle,HARD,2,98.462,0.603,0.56,1.758,11,24,11,yellow,uncertain,0.353,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,34,middle,HARD,2,98.763,1.038,0.674,2.228,14,25,11,green,traffic likely,0.788,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,35,middle,HARD,2,98.672,0.698,0.78,1.923,13,26,11,green,uncertain,0.448,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,36,middle,HARD,2,98.744,1.127,0.955,2.387,12,27,10,green,traffic likely,0.877,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,37,middle,HARD,2,98.48,1.284,1.036,2.579,14,28,10,green,traffic likely,1.034,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,38,middle,HARD,2,98.495,1.353,1.255,2.683,14,29,10,green,traffic likely,1.103,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,39,middle,HARD,2,98.585,1.15,1.262,2.515,14,30,10,green,traffic likely,0.9,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,40,middle,HARD,2,98.358,0.826,1.109,2.226,14,31,10,green,traffic likely,0.576,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,41,middle,HARD,2,98.421,0.995,0.99,2.43,13,32,10,green,traffic likely,0.745,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,42,middle,HARD,2,98.272,0.729,0.85,2.199,12,33,10,green,uncertain,0.479,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,43,closing,HARD,2,98.283,0.986,0.903,2.491,12,34,10,green,traffic likely,0.736,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,44,closing,HARD,2,98.268,1.184,0.966,2.724,14,35,10,green,traffic likely,0.934,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,45,closing,HARD,2,98.104,0.872,1.014,2.447,12,36,9,green,traffic likely,0.622,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,46,closing,HARD,2,98.034,0.895,0.984,2.505,12,37,9,green,traffic likely,0.645,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,47,closing,HARD,2,98.329,0.825,0.864,2.47,11,38,9,green,traffic likely,0.575,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,48,closing,HARD,2,98.022,1.012,0.911,2.692,13,39,9,green,traffic likely,0.762,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,49,closing,HARD,2,98.022,0.565,0.801,2.28,11,40,9,green,uncertain,0.315,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,50,closing,HARD,2,99.03,1.99,1.189,3.74,14,41,9,green,traffic likely,1.74,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,51,closing,HARD,2,97.981,1.156,1.237,2.941,12,42,9,green,traffic likely,0.906,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,52,closing,HARD,2,98.424,1.1,1.415,2.92,13,43,9,yellow,traffic likely,0.85,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,53,closing,HARD,2,100.087,2.737,1.664,4.592,15,44,9,yellow,traffic likely,2.487,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,54,closing,HARD,2,98.254,1.052,1.63,2.942,12,45,9,green,traffic likely,0.802,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,SAI,Williams,55,closing,HARD,2,98.228,1.062,1.617,2.987,12,46,9,green,traffic likely,0.812,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,1,opening,HARD,1,109.471,2.51,2.51,2.545,16,1,16,yellow,traffic likely,2.26,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,2,opening,HARD,1,101.83,1.311,1.91,1.381,16,2,16,green,traffic likely,1.061,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,3,opening,HARD,1,101.798,2.683,2.168,2.788,17,3,16,green,traffic likely,2.433,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,4,opening,HARD,1,101.854,2.746,2.247,2.886,18,4,16,green,traffic likely,2.496,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,5,opening,HARD,1,100.992,1.663,2.364,1.838,16,5,16,green,traffic likely,1.413,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,6,opening,HARD,1,100.971,2.204,2.204,2.414,17,6,16,green,traffic likely,1.954,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,7,opening,HARD,1,100.956,1.696,1.854,1.941,17,7,16,green,traffic likely,1.446,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,8,opening,HARD,1,101.174,1.942,1.948,2.222,17,8,16,green,traffic likely,1.692,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,9,opening,HARD,1,100.883,1.446,1.695,1.761,12,9,16,green,traffic likely,1.196,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,STR,Aston Martin,10,opening,HARD,1,,,1.694,,,10,,,uncertain,,gap-data-missing-proxy,0.365,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,1,opening,SOFT,1,107.91,0.948,0.948,0.983,13,4,13,yellow,traffic likely,0.698,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,2,opening,SOFT,1,100.295,-0.224,0.362,-0.154,9,5,10,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,3,opening,SOFT,1,99.08,-0.035,0.23,0.07,8,6,10,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,4,opening,SOFT,1,99.12,0.012,-0.082,0.152,11,7,10,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,5,opening,SOFT,1,99.582,0.252,0.077,0.427,12,8,10,green,uncertain,0.002,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,6,opening,SOFT,1,99.206,0.439,0.235,0.649,11,9,10,green,uncertain,0.189,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,7,opening,SOFT,1,99.574,0.314,0.335,0.559,12,10,10,green,uncertain,0.064,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,8,opening,SOFT,1,99.465,0.233,0.329,0.513,12,11,10,green,uncertain,,gap-data-missing-proxy,0.64,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,9,opening,SOFT,1,105.525,6.088,2.212,6.403,17,12,12,green,uncertain,,gap-data-missing-proxy,0.64,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,10,opening,HARD,2,143.152,29.343,11.888,29.693,16,1,15,mixed,uncertain,,gap-data-missing-proxy,0.54,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,11,opening,HARD,2,135.068,-3.651,10.593,-3.266,1,2,14,safety-car,uncertain,,gap-data-missing-proxy,0.54,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,12,middle,HARD,2,129.669,-10.806,4.962,-10.386,4,3,13,safety-car,uncertain,,gap-data-missing-proxy,0.54,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,13,middle,HARD,2,142.347,-2.193,-5.55,-1.738,5,4,13,safety-car,uncertain,,gap-data-missing-proxy,0.54,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,14,middle,HARD,2,99.573,-0.835,-4.611,-0.345,6,5,11,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,15,middle,HARD,2,99.068,0.0,-1.009,0.525,9,6,11,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,16,middle,HARD,2,98.953,-0.464,-0.433,0.096,7,7,11,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,17,middle,HARD,2,98.267,-0.116,-0.193,0.479,6,8,10,yellow,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,18,middle,HARD,2,97.35,-1.321,-0.634,-0.691,5,9,9,yellow,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,19,middle,HARD,2,99.035,0.0,-0.479,0.665,9,10,9,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,20,middle,HARD,2,98.531,-0.46,-0.594,0.24,5,11,8,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,21,middle,HARD,2,98.768,-0.365,-0.275,0.37,8,12,7,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,22,middle,HARD,2,98.147,-0.553,-0.459,0.217,6,13,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,23,middle,HARD,2,98.039,-0.398,-0.439,0.407,6,14,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,24,middle,HARD,2,97.88,-0.666,-0.539,0.174,5,15,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,25,middle,HARD,2,97.869,-0.699,-0.588,0.176,4,16,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,26,middle,HARD,2,97.38,-0.69,-0.685,0.22,4,17,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,27,middle,HARD,2,97.645,-0.643,-0.677,0.302,3,18,6,yellow,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,28,middle,HARD,2,97.368,-0.991,-0.775,-0.011,5,19,6,yellow,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,29,middle,HARD,2,97.672,-0.636,-0.757,0.379,6,20,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,30,middle,HARD,2,97.587,-0.332,-0.653,0.718,6,21,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,31,middle,HARD,2,97.518,-0.244,-0.404,0.841,6,22,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,32,middle,HARD,2,97.76,-0.199,-0.258,0.921,8,23,6,yellow,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,33,middle,HARD,2,97.381,-0.478,-0.307,0.677,7,24,6,yellow,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,34,middle,HARD,2,97.41,-0.315,-0.331,0.875,8,25,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,35,middle,HARD,2,97.49,-0.484,-0.426,0.741,7,26,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,36,middle,HARD,2,97.229,-0.388,-0.395,0.872,6,27,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,37,middle,HARD,2,97.15,-0.046,-0.306,1.249,8,28,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,38,middle,HARD,2,97.063,-0.079,-0.171,1.251,8,29,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,39,middle,HARD,2,97.046,-0.389,-0.171,0.976,6,30,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,40,middle,HARD,2,97.255,-0.278,-0.249,1.122,8,31,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,41,middle,HARD,2,97.405,-0.022,-0.229,1.413,8,32,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,42,middle,HARD,2,97.383,-0.16,-0.153,1.31,7,33,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,43,closing,HARD,2,97.123,-0.174,-0.119,1.331,7,34,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,44,closing,HARD,2,97.092,0.008,-0.109,1.548,9,35,6,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_02_R_Chinese Grand Prix,VER,Red Bull Racing,45,closing,HARD,2,,,-0.083,,,36,13,green,uncertain,,gap-data-missing-proxy,0.5167,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_03_R_Japanese Grand Prix,ALB,Williams,1,opening,MEDIUM,1,105.225,3.019,3.019,3.054,17,1,17,green,traffic likely,2.769,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_03_R_Japanese Grand Prix,ALB,Williams,2,opening,MEDIUM,1,97.418,0.577,1.798,0.647,15,2,17,green,uncertain,0.327,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_03_R_Japanese Grand Prix,ALB,Williams,3,opening,MEDIUM,1,97.464,0.684,1.427,0.789,15,3,17,green,uncertain,0.434,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_03_R_Japanese Grand Prix,ALB,Williams,4,opening,MEDIUM,1,98.076,1.599,0.953,1.739,19,4,18,green,traffic likely,1.349,gap-data-missing-proxy,0.6733,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_03_R_Japanese Grand Prix,ALB,Williams,5,opening,MEDIUM,1,96.796,0.13,0.804,0.305,14,5,18,green,uncertain,0.0,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
2026_03_R_Japanese Grand Prix,ALB,Williams,6,opening,MEDIUM,1,97.307,0.397,0.709,0.607,15,6,18,green,uncertain,0.147,gap-data-missing-proxy,0.6533,proxy,"Traffic and dirty-air values are proxy evidence from race analysis, not exact gap or DRS truth."
