session_id,segment_id,driver_a,driver_b,braking_start_delta_m,braking_duration_delta_s,braking_distance_delta_m,late_brake_delta,brake_intensity_delta,confidence,favorable_driver
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ALO,SAI,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ALO,STR,,-4.081,-253.035,0.0,-1.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ALO,VER,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,ANT,-41.384,0.76,44.289,-0.2024,0.0571,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,BEA,41.703,-0.12,-22.466,0.1351,-0.1333,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,BOR,-1.917,0.68,38.2,0.0318,-0.0308,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,BOT,27.424,0.119,2.866,0.1351,-0.05,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,COL,30.103,-0.16,-23.955,0.1351,-0.1571,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,GAS,21.391,-1.199,-132.991,0.1351,-0.5692,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,HAD,-18.614,0.0,-1.144,0.1351,0.0571,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,HAM,-1.483,0.36,14.034,0.0422,-0.0667,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,LAW,3.205,0.16,3.9,0.0111,-0.1125,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,LEC,-24.027,0.681,38.958,-0.0715,0.0571,0.55,LEC
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,LIN,18.427,0.04,-6.189,0.1351,-0.0778,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,NOR,-18.401,0.68,36.523,-0.1133,0.0667,0.55,NOR
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,OCO,-1.559,0.24,7.567,0.0497,-0.0857,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,PER,25.711,0.361,15.782,0.0641,-0.0222,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,RUS,29.763,0.12,-3.277,0.1351,-0.0353,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,SAI,14.97,0.199,7.498,0.0346,-0.0222,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,STR,-9.066,0.521,29.792,-0.0471,0.0235,0.55,STR
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ALO,VER,9.49,0.24,5.989,0.0541,-0.0778,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,ANT,9.157,-0.402,-30.173,0.0143,-0.1572,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,BEA,53.344,-0.921,-57.224,0.1896,-0.2412,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,BOR,-1.496,-0.08,-13.265,0.0188,-0.0957,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,BOT,37.494,-0.122,-14.599,0.1164,-0.0803,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,COL,-1.847,-0.16,-12.248,0.0032,-0.0957,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,GAS,-38.291,-0.48,-30.769,-0.1406,-0.1719,0.55,GAS
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,HAD,24.602,-0.201,-22.268,0.0846,-0.0593,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,HAM,6.59,0.159,-4.168,0.0275,-0.029,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,LAW,19.913,-0.441,-33.035,0.0742,-0.0707,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,LEC,5.034,0.038,-8.989,0.0533,-0.0767,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,LIN,19.51,-0.521,-39.502,0.0788,-0.1124,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,NOR,17.381,0.399,2.765,0.1237,-0.029,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,OCO,8.583,-0.28,-17.389,0.0223,-0.0957,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,PER,30.374,-0.12,-10.68,0.116,-0.0139,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,RUS,43.803,-0.281,-31.824,0.1896,-0.1457,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,SAI,35.755,-0.2,-17.848,0.1433,-0.0557,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,STR,23.454,-0.001,-13.224,0.1196,-0.1502,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ALO,VER,6.407,0.079,-12.646,0.0033,-0.029,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,ANT,4.736,0.32,16.178,0.0641,0.0497,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,BEA,9.213,-0.12,-8.5,0.0416,-0.0058,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,BOR,-7.302,0.08,3.0,-0.0279,0.0465,0.55,BOR
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,BOT,41.849,-0.4,-22.311,0.1792,-0.0614,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,COL,24.955,-0.28,-19.222,0.1044,-0.0712,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,GAS,-40.957,-0.04,-3.856,-0.1528,-0.0058,0.55,GAS
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,HAD,,0.48,26.0,0.3707,0.1053,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,HAM,13.304,0.24,12.0,0.0822,0.0465,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,LAW,13.454,0.28,14.5,0.0734,0.0428,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,LEC,,0.48,26.0,0.3707,0.1053,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,LIN,6.926,0.08,3.133,0.059,-0.0058,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,NOR,,0.48,26.0,0.3707,0.1053,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,OCO,-12.884,0.12,5.489,-0.0125,0.0,0.55,OCO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,PER,48.136,-0.56,-33.211,0.2198,-0.0712,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,RUS,,0.48,26.0,0.3707,0.1053,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,SAI,31.792,-0.879,-49.501,0.1135,-0.109,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,STR,,0.48,26.0,0.3707,0.1053,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ALO,VER,-0.729,0.24,11.533,0.036,0.0428,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,ANT,-21.205,-0.078,-5.258,-0.0979,-0.0143,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,BEA,-3.418,-0.279,-11.048,0.0105,-0.0893,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,BOR,-0.654,-0.44,-22.275,0.0264,-0.0893,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,BOT,19.822,-0.238,-7.944,0.0976,-0.0106,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,COL,-9.598,-0.36,-13.854,-0.0059,-0.1491,0.55,COL
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,GAS,-53.591,-0.12,-7.833,-0.2007,-0.0476,0.55,GAS
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,HAD,-0.147,0.48,10.76,0.0192,0.0165,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,HAM,5.042,-0.279,-14.359,0.0227,-0.006,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,LAW,17.519,-0.359,-19.998,0.0976,-0.1234,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,LEC,-15.711,-0.279,-14.548,-0.0171,-0.0743,0.55,LEC
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,LIN,-6.601,-0.359,-10.092,-0.0327,-0.0714,0.55,LIN
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,NOR,-5.158,-0.038,-4.263,-0.0239,-0.0357,0.55,NOR
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,OCO,-19.919,-0.039,3.375,-0.0659,-0.0369,0.55,OCO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,PER,16.278,0.52,13.438,0.0976,0.0524,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,RUS,16.418,-0.639,-32.335,0.0519,-0.1072,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,SAI,14.94,-0.239,-11.236,0.0432,-0.0591,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,STR,19.104,-1.079,-52.259,0.0976,-0.2343,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ALO,VER,-31.147,-0.239,-7.179,-0.1322,-0.0343,0.55,VER
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,ANT,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,BEA,,-1.12,-51.333,0.0,-0.0667,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,BOR,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,BOT,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,COL,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,GAS,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,HAD,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,HAM,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,LAW,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,LEC,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,LIN,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,NOR,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,OCO,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,PER,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,RUS,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,SAI,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,STR,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_19,ALO,VER,,0.0,0.0,0.0,0.0,0.55,ALO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,BEA,7.754,-0.84,-23.989,0.0,-0.098,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,BOR,9.191,-0.521,-12.089,0.0,-0.098,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,BOT,0.831,-0.041,15.062,0.0,0.0248,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,COL,2.289,-0.521,-5.022,0.0,-0.1647,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,GAS,9.322,-1.321,-47.565,0.0,-0.156,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,HAD,-7.506,-0.319,2.106,0.0,-0.0425,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,HAM,-4.789,-0.36,-10.255,0.0,-0.0772,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,LAW,-2.717,-0.2,6.108,0.0,0.0179,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,LEC,3.866,-0.52,-11.655,0.0,-0.0772,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,LIN,7.072,-1.08,-37.494,0.0,-0.1331,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,NOR,,1.04,76.989,0.0,0.2353,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,OCO,-1.664,-0.36,0.711,0.0,-0.0805,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,PER,5.418,-0.48,-3.267,0.0,-0.0504,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,RUS,-1.096,-0.601,-23.63,0.0,-0.1536,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,SAI,5.505,-1.04,-39.522,0.0,-0.1283,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,STR,2.328,-0.041,19.065,0.0,-0.0279,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_02,ANT,VER,-3.413,-0.361,-6.323,0.0,-0.0647,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,BEA,-2.535,0.759,26.204,0.0,0.1165,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,BOR,-6.693,0.519,18.404,0.0,0.08,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,BOT,-1.765,0.318,10.428,0.0,0.0529,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,COL,-8.784,0.078,6.089,0.0,-0.0067,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,GAS,-5.086,-0.041,2.415,0.0,0.0119,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,HAD,0.328,0.679,22.793,0.0,0.1267,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,HAM,-1.027,-0.201,-4.585,0.0,-0.0469,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,LAW,-0.532,-0.04,-1.034,0.0,0.0062,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,LEC,-2.683,0.159,6.315,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,LIN,0.938,-0.122,-1.392,0.0,-0.0186,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,NOR,-5.469,0.519,17.504,0.0,0.0831,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,OCO,-2.757,-0.001,0.449,0.0,0.0489,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,PER,-4.878,0.759,26.126,0.0,0.1267,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,RUS,-4.475,0.639,22.126,0.0,0.0767,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,SAI,0.63,0.199,9.826,0.0,0.0296,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,STR,-136.76,-2.16,-108.162,-0.5141,-0.28,0.55,STR
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_05,ANT,VER,-2.731,0.639,20.849,0.0,0.091,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,BEA,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,BOR,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,BOT,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,COL,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,GAS,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,HAD,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,HAM,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,LAW,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,LEC,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,LIN,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,NOR,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,OCO,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,PER,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,RUS,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,SAI,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,STR,,-4.081,-253.035,0.0,-1.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_06,ANT,VER,,0.0,0.0,0.0,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,BEA,83.087,-0.88,-66.755,0.3375,-0.1904,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,BOR,39.467,-0.08,-6.089,0.2342,-0.0879,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,BOT,68.808,-0.641,-41.423,0.3375,-0.1071,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,COL,71.487,-0.92,-68.244,0.3375,-0.2142,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,GAS,62.775,-1.959,-177.28,0.3375,-0.6263,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,HAD,22.77,-0.76,-45.433,0.3375,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,HAM,39.901,-0.4,-30.255,0.2446,-0.1238,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,LAW,44.589,-0.6,-40.389,0.2135,-0.1696,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,LEC,17.357,-0.079,-5.331,0.1309,0.0,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,LIN,59.811,-0.72,-50.478,0.3375,-0.1349,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,NOR,22.983,-0.08,-7.766,0.0891,0.0096,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,OCO,39.825,-0.52,-36.722,0.2521,-0.1428,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,PER,67.095,-0.399,-28.507,0.2665,-0.0793,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,RUS,71.147,-0.64,-47.566,0.3375,-0.0924,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,SAI,56.354,-0.561,-36.791,0.237,-0.0793,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,STR,32.318,-0.239,-14.497,0.1553,-0.0336,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_13,ANT,VER,50.874,-0.52,-38.3,0.2565,-0.1349,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,BEA,44.187,-0.519,-27.051,0.1753,-0.084,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,BOR,-10.653,0.322,16.908,0.0045,0.0615,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,BOT,28.337,0.28,15.574,0.1021,0.0769,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,COL,-11.004,0.242,17.925,-0.0111,0.0615,0.55,COL
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,GAS,-47.448,-0.078,-0.596,-0.1549,-0.0147,0.55,GAS
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,HAD,15.445,0.201,7.905,0.0703,0.0979,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,HAM,-2.567,0.561,26.005,0.0132,0.1282,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,LAW,10.756,-0.039,-2.862,0.0599,0.0865,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,LEC,-4.123,0.44,21.184,0.039,0.0805,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,LIN,10.353,-0.119,-9.329,0.0645,0.0448,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,NOR,8.224,0.801,32.938,0.1094,0.1282,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,OCO,-0.574,0.122,12.784,0.008,0.0615,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,PER,21.217,0.282,19.493,0.1017,0.1433,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,RUS,34.646,0.121,-1.651,0.1753,0.0115,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,SAI,26.598,0.202,12.325,0.129,0.1015,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,STR,14.297,0.401,16.949,0.1053,0.007,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_16,ANT,VER,-2.75,0.481,17.527,-0.011,0.1282,0.55,VER
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,BEA,4.477,-0.44,-24.678,-0.0225,-0.0555,0.55,BEA
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,BOR,-12.038,-0.24,-13.178,-0.092,-0.0032,0.55,BOR
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,BOT,37.113,-0.72,-38.489,0.1151,-0.1111,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,COL,20.219,-0.6,-35.4,0.0403,-0.1209,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,GAS,-45.693,-0.36,-20.034,-0.2169,-0.0555,0.55,GAS
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,HAD,,0.16,9.822,0.3066,0.0556,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,HAM,8.568,-0.08,-4.178,0.0181,-0.0032,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,LAW,8.718,-0.04,-1.678,0.0093,-0.0069,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,LEC,,0.16,9.822,0.3066,0.0556,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,LIN,2.19,-0.24,-13.045,-0.0051,-0.0555,0.55,LIN
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,NOR,,0.16,9.822,0.3066,0.0556,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,OCO,-17.62,-0.2,-10.689,-0.0766,-0.0497,0.55,OCO
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,PER,43.4,-0.88,-49.389,0.1557,-0.1209,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,RUS,,0.16,9.822,0.3066,0.0556,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,SAI,27.056,-1.199,-65.679,0.0494,-0.1587,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,STR,,0.16,9.822,0.3066,0.0556,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_17,ANT,VER,-5.465,-0.08,-4.645,-0.0281,-0.0069,0.55,VER
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ANT,BEA,17.787,-0.201,-5.79,0.1084,-0.075,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ANT,BOR,20.551,-0.362,-17.017,0.1243,-0.075,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ANT,BOT,41.027,-0.16,-2.686,0.1955,0.0037,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ANT,COL,11.607,-0.282,-8.596,0.092,-0.1348,0.55,ANT
2026_01_R_Australian Grand Prix,australian-grand-prix_corner_18,ANT,GAS,-32.386,-0.042,-2.575,-0.1028,-0.0333,0.55,GAS
