session_id,segment_id,driver_a,driver_b,throttle_pickup_delta_m,full_throttle_exit_delta_m,traction_exit_delta,confidence,favorable_driver
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,LEC,0.511,9.455,0.2069,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,LIN,-1.44,7.504,0.2994,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,NOR,2.507,11.451,0.2994,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,OCO,-3.829,5.115,0.2994,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,PER,-6.091,2.853,0.2491,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,PIA,-5.137,3.807,0.2994,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,SAI,-8.94,0.004,0.2994,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,STR,-0.451,8.493,0.2658,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,TSU,-7.232,1.712,0.2994,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HAM,VER,3.852,-4.104,0.2994,0.55,HAM
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,HUL,6.214,-2.513,-0.005,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,LAW,-13.999,9.91,-0.005,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,LEC,12.215,10.954,-0.005,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,LIN,0.935,9.169,-0.005,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,NOR,-9.049,12.384,-0.005,0.55,NOR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,OCO,8.565,19.054,-0.005,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,PER,14.479,9.791,-0.005,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,PIA,9.387,8.477,-0.005,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,SAI,19.799,16.611,-0.005,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,STR,25.06,22.461,-0.005,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,TSU,-0.366,0.757,-0.005,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HAM,VER,-10.364,-2.53,-0.005,0.55,VER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,LAW,8.331,8.331,-0.0616,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,LEC,-1.916,-1.916,-0.0489,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,LIN,-4.066,-4.066,-0.0584,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,NOR,9.832,9.832,0.932,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,OCO,10.06,10.06,0.4722,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,PER,23.323,23.323,0.7489,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,PIA,15.528,15.528,0.932,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,RUS,,,0.932,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,SAI,16.33,16.33,0.8952,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,STR,20.806,20.806,0.3003,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,TSU,14.423,14.423,0.932,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,HUL,VER,18.735,18.735,0.44,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,LAW,-25.245,,0.2391,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,LEC,-8.299,,0.1184,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,LIN,134.813,210.327,0.1029,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,NOR,-0.878,-0.125,0.0122,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,OCO,-7.702,,0.0403,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,PER,-2.294,,0.0155,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,PIA,-12.381,,0.1099,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,SAI,-4.346,,0.0611,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,STR,-5.821,,0.0354,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,TSU,-8.942,,-0.1141,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,HUL,VER,-25.65,,0.2017,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,LAW,-22.145,,0.1366,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,LEC,-17.463,,-0.0276,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,LIN,-13.5,,-0.0099,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,NOR,-21.157,,0.0742,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,OCO,4.254,,-0.0394,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,PER,-6.667,,0.0591,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,PIA,-12.54,,-0.0103,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,SAI,6.196,,0.0382,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,STR,13.845,,0.0691,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,TSU,-1.788,,-0.0348,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,HUL,VER,-21.952,,0.2292,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,LAW,105.813,-12.978,0.1403,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,LEC,99.801,-5.998,0.0755,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,LIN,97.281,-21.163,0.2255,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,NOR,-26.297,-4.008,-0.0288,0.55,NOR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,OCO,13.846,31.164,0.0445,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,PER,13.307,13.296,0.0857,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,PIA,110.317,-16.485,0.0637,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,SAI,25.898,-0.6,0.1397,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,STR,109.218,179.885,0.029,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,TSU,108.352,-18.972,0.2288,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,HUL,VER,-11.7,-3.533,0.0503,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,LAW,-1.678,-1.678,0.2368,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,LEC,-7.509,-7.509,0.0364,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,LIN,-6.413,-6.413,0.1117,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,NOR,-13.838,-13.838,0.2067,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,OCO,0.564,0.564,-0.0438,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,PER,0.374,0.374,0.0084,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,PIA,-0.129,-0.129,0.2186,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,SAI,-121.226,-209.326,-0.065,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,STR,-8.266,-8.266,0.0841,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,TSU,-2.134,-2.134,0.062,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,HUL,VER,-13.21,-13.21,0.223,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,LAW,-67.344,,0.2371,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,LEC,6.803,,0.0467,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,LIN,-5.851,,0.0474,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,NOR,0.441,,0.1012,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,OCO,18.109,,-0.3104,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,PER,12.984,,-0.1248,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,PIA,9.021,,-0.022,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,SAI,39.901,,-0.3612,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,STR,16.735,,-0.0971,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,TSU,2.211,,-0.1652,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,HUL,VER,-4.617,,0.1922,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,LAW,1.923,-26.664,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,LEC,2.904,2.904,-0.0925,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,LIN,0.953,0.953,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,NOR,4.9,4.9,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,OCO,-1.436,-1.436,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,PER,-3.698,-3.698,-0.0503,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,PIA,-2.744,-2.744,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,SAI,-6.547,-6.547,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,STR,1.942,1.942,-0.0336,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,TSU,-4.839,-4.839,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,HUL,VER,6.245,-10.655,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,LAW,-20.213,12.423,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,LEC,6.001,13.467,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,LIN,-5.279,11.682,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,NOR,-15.263,14.897,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,OCO,2.351,21.567,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,PER,8.265,12.304,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,PIA,3.173,10.99,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,SAI,13.585,19.124,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,STR,18.846,24.974,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,TSU,-6.58,3.27,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,HUL,VER,-16.578,-0.017,0.0,0.55,HUL
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,LEC,-10.247,-10.247,0.0127,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,LIN,-12.397,-12.397,0.0032,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,NOR,1.501,1.501,0.9936,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,OCO,1.729,1.729,0.5338,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,PER,14.992,14.992,0.8105,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,PIA,7.197,7.197,0.9936,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,RUS,,,0.9936,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,SAI,7.999,7.999,0.9568,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,STR,12.475,12.475,0.3619,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,TSU,6.092,6.092,0.9936,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LAW,VER,10.404,10.404,0.5016,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,LEC,16.946,,-0.1207,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,LIN,160.058,,-0.1362,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,NOR,24.367,,-0.2269,0.55,NOR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,OCO,17.543,,-0.1988,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,PER,22.951,,-0.2236,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,PIA,12.864,,-0.1292,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,SAI,20.899,,-0.178,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,STR,19.424,,-0.2037,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,TSU,16.303,,-0.3532,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LAW,VER,-0.405,,-0.0374,0.55,VER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,LEC,4.682,,-0.1642,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,LIN,8.645,,-0.1465,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,NOR,0.988,,-0.0624,0.55,NOR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,OCO,26.399,,-0.176,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,PER,15.478,,-0.0775,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,PIA,9.605,,-0.1469,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,SAI,28.341,,-0.0984,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,STR,35.99,,-0.0675,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,TSU,20.357,,-0.1714,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LAW,VER,0.193,,0.0926,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,LEC,-6.012,6.98,-0.0648,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,LIN,-8.532,-8.185,0.0852,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,NOR,-132.11,8.97,-0.1691,0.55,NOR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,OCO,-91.967,44.142,-0.0958,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,PER,-92.506,26.274,-0.0546,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,PIA,4.504,-3.507,-0.0766,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,SAI,-79.915,12.378,-0.0006,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,STR,3.405,192.863,-0.1113,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,TSU,2.539,-5.994,0.0885,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_11,LAW,VER,-117.513,9.445,-0.09,0.55,VER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,LEC,-5.831,-5.831,-0.2004,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,LIN,-4.735,-4.735,-0.1251,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,NOR,-12.16,-12.16,-0.0301,0.55,NOR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,OCO,2.242,2.242,-0.2806,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,PER,2.052,2.052,-0.2284,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,PIA,1.549,1.549,-0.0182,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,SAI,-119.548,-207.648,-0.3018,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,STR,-6.588,-6.588,-0.1527,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,TSU,-0.456,-0.456,-0.1748,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_12,LAW,VER,-11.532,-11.532,-0.0138,0.55,VER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,LEC,74.147,,-0.1904,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,LIN,61.493,,-0.1897,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,NOR,67.785,,-0.1359,0.55,NOR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,OCO,85.453,,-0.5475,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,PER,80.328,,-0.3619,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,PIA,76.365,,-0.2591,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,SAI,107.245,,-0.5983,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,STR,84.079,,-0.3342,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,TSU,69.555,,-0.4023,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_15,LAW,VER,62.727,,-0.0449,0.55,VER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,LEC,0.981,29.568,-0.0925,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,LIN,-0.97,27.617,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,NOR,2.977,31.564,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,OCO,-3.359,25.228,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,PER,-5.621,22.966,-0.0503,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,PIA,-4.667,23.92,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,SAI,-8.47,20.117,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,STR,0.019,28.606,-0.0336,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,TSU,-6.762,21.825,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_16,LAW,VER,4.322,16.009,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,LEC,26.214,1.044,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,LIN,14.934,-0.741,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,NOR,4.95,2.474,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,OCO,22.564,9.144,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,PER,28.478,-0.119,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,PIA,23.386,-1.433,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,SAI,33.798,6.701,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,STR,39.059,12.551,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,TSU,13.633,-9.153,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_17,LAW,VER,3.635,-12.44,0.0,0.55,LAW
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,LIN,-2.15,-2.15,-0.0095,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,NOR,11.748,11.748,0.9809,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,OCO,11.976,11.976,0.5211,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,PER,25.239,25.239,0.7978,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,PIA,17.444,17.444,0.9809,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,RUS,,,0.9809,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,SAI,18.246,18.246,0.9441,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,STR,22.722,22.722,0.3492,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,TSU,16.339,16.339,0.9809,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_01,LEC,VER,20.651,20.651,0.4889,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,LIN,143.112,,-0.0155,0.55,LIN
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,NOR,7.421,,-0.1062,0.55,NOR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,OCO,0.597,,-0.0781,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,PER,6.005,,-0.1029,0.55,PER
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,PIA,-4.082,,-0.0085,0.55,PIA
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,SAI,3.953,,-0.0573,0.55,SAI
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,STR,2.478,,-0.083,0.55,STR
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,TSU,-0.643,,-0.2325,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_02,LEC,VER,-17.351,,0.0833,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,LIN,3.963,,0.0177,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,NOR,-3.694,,0.1018,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,OCO,21.717,,-0.0118,0.55,OCO
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,PER,10.796,,0.0867,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,PIA,4.923,,0.0173,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,SAI,23.659,,0.0658,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,STR,31.308,,0.0967,0.55,LEC
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,TSU,15.675,,-0.0072,0.55,TSU
2026_12_FP1_Dutch Grand Prix,dutch-grand-prix_corner_04,LEC,VER,-4.489,,0.2568,0.55,LEC
