session_id,season,round,event_name,session_code,driver,team,regulation_era,session_weight,lap_count,representative_lap_s,best_lap_s,long_run_lap_s,long_run_degradation_s,top_speed_kph,air_temp_c,track_temp_c,humidity_pct,rainfall_flag,wind_speed_mps,wind_direction_deg,gap_to_session_best_s,pace_rank,gap_to_teammate_s
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,RUS,Mercedes,regulations_2026_reset,1.25,52,92.96683333333334,92.549,96.44931111111109,-0.049113636363636,345.0,18.87692307692308,36.25961538461538,51.66730769230769,False,2.1884615384615382,121.32692307692308,0.3453333333333575,2.0,0.1726666666666858
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,SAI,Williams,regulations_2026_reset,1.25,52,94.75216666666668,94.514,97.42591111111108,-0.0495681818181817,336.0,18.882692307692302,36.24423076923077,51.72692307692307,False,2.319230769230769,125.21153846153848,2.1306666666666843,16.0,-0.0096666666666607
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,STR,Aston Martin,regulations_2026_reset,1.25,30,97.80866666666668,97.217,99.1362105263158,0.1224999999999999,329.0,18.796666666666667,36.75666666666667,51.10333333333334,False,2.49,125.1,5.187166666666684,22.0,0.5639166666666569
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,VER,Red Bull Racing,regulations_2026_reset,1.25,52,93.75,93.552,96.39068888888887,-0.0662499999999998,346.0,18.87692307692308,36.26538461538461,51.64615384615384,False,2.1788461538461537,121.3076923076923,1.1285000000000167,7.0,-0.2050833333333344
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,ALB,Williams,regulations_2026_reset,1.25,57,93.98416666666668,93.784,100.22167346938777,-0.033125,327.0,26.7561403508772,36.89824561403509,71.38245614035088,False,1.0912280701754389,160.0701754385965,1.9246666666666528,12.0,0.2173333333333289
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,ALO,Aston Martin,regulations_2026_reset,1.25,56,94.68766666666666,93.512,101.70208333333332,-0.1041702127659574,329.0,26.751785714285717,36.830357142857146,71.40357142857142,False,1.0910714285714287,151.19642857142858,2.628166666666644,15.0,-0.0564166666666636
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,ANT,Mercedes,regulations_2026_reset,1.25,56,92.066,91.968,97.68883333333332,-0.0321276595744681,326.0,26.741071428571427,36.925,71.43749999999999,False,0.9196428571428572,149.89285714285714,0.0064999999999741,2.0,-0.3176666666666676
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,BEA,Haas F1 Team,regulations_2026_reset,1.25,56,93.95,93.744,100.47616666666666,-0.027276595744681,332.0,26.73928571428572,36.90535714285714,71.46249999999999,False,1.0446428571428572,154.41071428571428,1.8904999999999887,11.0,-0.047166666666655
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,BOR,Audi,regulations_2026_reset,1.25,56,93.6265,93.5,100.41210416666668,-0.0678936170212766,319.0,26.748214285714287,36.86785714285715,71.38214285714285,False,1.0375,153.39285714285714,1.566999999999993,10.0,-8.904666666666671
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,BOT,Cadillac,regulations_2026_reset,1.25,55,96.30283333333334,96.08,100.3323023255814,-0.0632857142857143,308.0,26.749090909090917,36.83272727272728,71.38545454545455,False,1.0854545454545454,150.1090909090909,4.243333333333325,18.0,0.5619166666666615
